Object,Comp,Image_Notes,Obs_Date,Project,RA,RA_err,Dec,Dec_err,Beam_maj,Beam_min,Beam_PA,Cell_size,N_cells_3sig,Area_3sig_as^2,Area_3sig_sr,RMS,Sum_Flux_3sig,Flux_3sig,Flux_3sig_err,Peak_flux,Flux,Flux_err,Theta_maj,Theta_maj_err,Theta_min,Theta_min_err,Theta_pa,Theta_pa_err
G035.1992-01.7424,HII,UCHII region,29/12/2012,12B-140,19:01:46.50000,PP,01:13:25.0230,PP,0.364,0.289,-20.563,0.075,9688,54.5,1.281E-09,0.000134,43.92,2.07E+00,4.82E-03,0.0207,2.015,0.039,3.86,0.079,3.8,0.078,120,54
G035.1992-01.7424,B,,29/12/2012,12B-140,-,-,-,-,0.364,0.289,-20.563,0.075,-,-,-,3.68E-05,-,-,-,-,-,-,-,-,-,-,-,-
G037.4266+01.5183,A,"~7.5"" to NNW from pc",29/12/2012,12B-140,18:54:13.66426,0.01258,04:41:39.1929,0.01861,0.344,0.307,8.211,0.07,23,0.113,2.649E-12,5.29E-06,0.0005934,2.43E-05,4.26E-05,3.875E-05,3.5E-05,7.9E-06,-,-,-,-,-,-
G037.4266+01.5183,B,"~11"" to NE from pc; Coincident with CH3OH maser",29/12/2012,12B-140,18:54:14.24330,0.0165,04:41:40.8208,0.0131,0.344,0.307,8.211,0.07,29,0.142,3.34E-12,5.29E-06,0.0008666,3.55E-05,4.78E-05,5.045E-05,5.11E-05,9.4E-06,-,-,-,-,-,-
G037.4266+01.5183,C,"~19"" NW from pc",29/12/2012,12B-140,18:54:12.70748,0.00819,04:41:41.6190,0.00904,0.344,0.307,8.211,0.07,42,0.206,4.837E-12,5.29E-06,0.001695,6.94E-05,5.75E-05,8.076E-05,8.21E-05,9E-06,-,-,-,-,-,-
G035.1979-00.7427,5,"2.1"" NNW of pc",29/12/2012,12B-140,18:58:12.93046,0.00318,01:40:39.4345,0.00438,0.369,0.296,-21.436,0.07,75,0.368,8.638E-12,6.43E-06,0.008569,3.39E-04,7.63E-05,0.0003478,0.000354,1.7E-05,<0.066,-,<0.038,-,-,-
G035.1979-00.7427,6,"2.8"" WSW of pc",29/12/2012,12B-140,18:58:12.81485,0.00536,01:40:36.6133,0.00722,0.369,0.296,-21.436,0.07,71,0.348,8.177E-12,6.43E-06,0.005638,2.23E-04,7.42E-05,0.0002244,0.000238,1.7E-05,0.089,0.07,0.016,0.069,136,38
G035.1979-00.7427,7,"1.8"" SE of pc",29/12/2012,12B-140,18:58:13.03365,0.00541,01:40:35.9654,0.00627,0.369,0.296,-21.436,0.07,163,0.799,1.877E-11,6.43E-06,0.02059,8.15E-04,1.12E-04,0.0004587,0.000794,3E-05,0.456,0.024,0.224,0.018,137.1,3.5
G035.1979-00.7427,8,"2.4"" SSE of pc",29/12/2012,12B-140,18:58:13.04057,0.00147,01:40:35.2561,0.00236,0.369,0.296,-21.436,0.07,178,0.872,2.05E-11,6.43E-06,0.04,1.58E-03,1.18E-04,0.001031,0.001433,2.4E-05,0.3139,0.0099,0.1341,0.0148,24.5,2.8
G035.1979-00.7427,Core A,"0.45"" to E of pc",29/12/2012,12B-140,18:58:12.95248,0.0089,01:40:37.3831,0.01399,0.369,0.296,-21.436,0.07,47,0.23,5.413E-12,6.43E-06,0.002431,9.62E-05,6.03E-05,0.0001111,0.000109,1.6E-05,-,-,-,-,-,-
G035.1979-00.7427,14,"3.4"" SSE of pc",29/12/2012,12B-140,18:58:13.01903,0.00196,01:40:34.1411,0.00333,0.369,0.296,-21.436,0.07,176,0.862,2.027E-11,6.43E-06,0.03437,1.36E-03,1.17E-04,0.0008179,0.001387,2.7E-05,0.382,0.012,0.207,0.012,15.5,3
G035.1979-00.7427,15,"0.95"" ENE of pc",29/12/2012,12B-140,18:58:13.04976,0.00662,01:40:38.1176,0.00972,0.369,0.296,-21.436,0.07,152,0.745,1.751E-11,6.43E-06,0.0106,4.20E-04,1.08E-04,0.0002451,0.000401,2.6E-05,0.34,0.037,0.204,0.027,156,10
G035.1979-00.7427,13,"5"" SSE of pc",29/12/2012,12B-140,18:58:13.12040,0.0153,01:40:33.1460,0.0161,0.369,0.296,-21.436,0.07,75,0.368,8.638E-12,6.43E-06,0.003927,1.55E-04,7.62E-05,0.000117,0.000177,2.4E-05,0.327,0.063,0.064,0.129,52,16
G035.1979-00.7427,4,"3.75"" NNW of pc",29/12/2012,12B-140,18:58:13.10667,0.00553,01:40:40.8182,0.00553,0.369,0.296,-21.436,0.07,241,1.18,2.776E-11,6.43E-06,0.02573,1.02E-03,1.37E-04,0.0004209,0.001009,3.3E-05,0.606,0.025,0.232,0.014,144.6,1.6
G035.1979-00.7427,EX-S,Extended Southern emission,29/12/2012,12B-140,18:58:13.01200,PP,01:40:30.7220,PP,0.369,0.296,-21.436,0.07,1464,7.17,1.686E-10,6.43E-06,0.1746,6.91E-03,3.37E-04,0.0005327,0.000747,0.00023,0.784,0.282,0.281,0.263,115,20
G035.1979-00.7427,EX-N,Extended Northern emission,29/12/2012,12B-140,18:58:13.03000,PP,01:40:44.2250,PP,0.369,0.296,-21.436,0.07,690,3.38,7.947E-11,6.43E-06,0.0836,3.31E-03,2.31E-04,0.0005975,0.00213,0.00014,0.932,0.068,0.331,0.031,3.3,2.5
G018.82-00.28,Core,,17/11/2012,12B-140,18:26:23.65155,0.00112,-12:39:37.5489,0.00139,0.558,0.283,-33.071,0.07,347,1.7,3.996E-11,0.000105,1.394,3.82E-02,4.50E-04,0.01889,0.03662,0.00025,0.4169,0.0069,0.3235,0.0034,134.5,2.4
G024.08+00.04,A,"2.7"" E of pc",19/11/2012;15/12/2012,12B-140,18:34:57.18811,0.00567,-07:43:26.2337,0.00578,0.551,0.313,-25.492,0.07,858,4.2,9.882E-11,9.3E-06,0.1908,4.78E-03,2.20E-04,0.001048,0.004547,8.1E-05,0.817,0.025,0.742,0.026,102,16
G024.08+00.04,B1,Southern lobe of B,19/11/2012;15/12/2012,12B-140,18:34:59.62760,0.00715,-07:43:01.6325,0.00891,0.551,0.313,-25.492,0.07,403,1.97,4.641E-11,9.3E-06,0.07905,1.98E-03,1.51E-04,0.0007694,0.001715,5.9E-05,0.641,0.035,0.367,0.021,136.6,4.3
G024.08+00.04,B2,Elongated central lobe of B,19/11/2012;15/12/2012,12B-140,18:34:59.59371,0.00505,-07:43:00.3129,0.00715,0.551,0.313,-25.492,0.07,738,3.62,8.5E-11,9.3E-06,0.2265,5.68E-03,2.05E-04,0.001475,0.005517,6.5E-05,1.4957,0.0218,0.219,0.0049,144.24,0.18
G024.08+00.04,B3,Elongated northern lobe of B,19/11/2012;15/12/2012,12B-140,18:34:59.59180,0.0253,-07:42:57.3548,0.034,0.551,0.313,-25.492,0.07,794,3.89,9.145E-11,9.3E-06,0.08793,2.20E-03,2.11E-04,0.0002973,0.00247,0.00013,1.765,0.097,0.65,0.051,35.7,2.2
G024.08+00.04,B,"Elongated structure 47"" to NE of pc",19/11/2012;15/12/2012,12B-140,18:34:59.59800,PP,-07:43:00.4330,PP,0.551,0.313,-25.492,0.07,2167,10.6,2.496E-10,9.3E-06,0.4033,1.01E-02,3.49E-04,0.001475,-,-,-,-,-,-,-,-
G024.33+00.11,A,"3.4"" E of pc; Coincident with CH3OH masers",19/11/2012;15/12/2012,12B-140,18:35:08.13929,0.00356,-07:35:04.0955,0.00502,0.386,0.297,-6.581,0.07,84,0.412,9.674E-12,6.09E-06,0.006993,2.64E-04,7.53E-05,0.0002339,0.000283,1.2E-05,0.179,0.036,0.111,0.092,122,29
G024.33+00.11,B,"60"" NE of pc",19/11/2012;15/12/2012,12B-140,18:35:10.90535,0.00411,-07:34:22.0834,0.00801,0.386,0.297,-6.581,0.07,55,0.27,6.334E-12,6.09E-06,0.00322,1.21E-04,6.09E-05,0.0001374,0.0001362,1E-05,-,-,-,-,-,-
G024.33+00.11,C,ND,19/11/2012;15/12/2012,12B-140,-,-,-,-,0.386,0.297,-6.581,0.07,-,-,-,6.09E-06,-,-,-,-,-,-,-,-,-,-,-,-
G024.33+00.11,D,"275"" to SE of PC",19/11/2012;15/12/2012,12B-140,18:35:23.93,0.0015,-07:37:37.98,0.0017,0.386,0.297,-6.581,0.07,-,-,-,1.86E-05,-,-,-,2.18E-03,3.36E-03,4.50E-05,0.296,0.009,0.187,0.014,111,4
G024.60+00.08,A,"68"" SE of pc",19/11/2012;15/12/2012,12B-140,18:35:43.76684,0.0066,-07:19:25.8086,0.01039,0.382,0.297,-3.758,0.07,62,0.304,7.141E-12,6.16E-06,0.003322,1.27E-04,6.57E-05,0.0001198,0.000148,1.3E-05,0.194,0.076,0.124,0.076,149,63
G024.60+00.08,B,"79"" to WSW",19/11/2012;15/12/2012,12B-140,18:35:36.10539,0.00938,-07:18:57.9915,0.01499,0.382,0.297,-3.758,0.07,39,0.191,4.492E-12,6.27E-06,0.001489,5.68E-05,5.26E-05,7.227E-05,7.3E-05,1.1E-05,<0.18,-,<0.088,-,-,-
G028.28-00.34,HII,HII region at pc,19/11/2012;15/12/2012,12B-140,18:44:15.10700,PP,-04:17:54.9850,PP,0.364,0.303,-176.604,0.07,10956,41.8,9.828E-10,4.68E-05,11.22532,4.40E-01,2.61E-03,0.00934,0.2221,0.0045,2.75,0.056,1.171,0.025,98.58,0.85
G028.28-00.34,A,"78"" to W",19/11/2012;15/12/2012,12B-140,18:44:09.80659,0.00382,-04:18:00.1199,0.00414,0.364,0.303,-176.604,0.07,77,0.377,8.868E-12,3.91E-05,0.03849,1.51E-03,1.98E-04,0.001415,0.001597,7.2E-05,<0.17,-,<0.056,-,-,-
G028.37+00.07,A,"9.5"" to SSW of pc; Coincident with CH3OH maser",19/11/2012;15/12/2012,12B-140,18:42:51.98200,0.0241,-03:59:54.6088,0.0209,0.364,0.301,-3.208,0.07,22,0.108,2.534E-12,6.38E-06,0.0006397,2.52E-05,4.24E-05,4.372E-05,4.1E-05,1E-05,-,-,-,-,-,-
G028.37+00.07,A2,Non-detection,19/11/2012;15/12/2012,12B-140,-,-,-,-,0.364,0.301,-3.208,0.07,-,-,-,6.38E-06,-,-,-,-,-,-,-,-,-,-,-,-
G028.37+00.07,A3,"3-sigma emission 0.6"" NE of A",19/11/2012;15/12/2012,12B-140,18:42:51.97830,0.0572,-03:59:53.8139,0.0518,0.364,0.301,-3.208,0.07,14,0.0686,1.612E-12,6.38E-06,0.0003028,1.20E-05,3.38E-05,2.371E-05,4.7E-05,1.5E-05,<0.74,-,<0.18,-,-,-
G028.37+00.07,B,"38"" to N of pc",19/11/2012;15/12/2012,12B-140,18:42:52.39411,0.001444,-03:59:06.9019,0.002168,0.364,0.301,-3.208,0.07,90,0.441,1.037E-11,6.38E-06,0.01332,5.26E-04,8.58E-05,0.0005139,0.000544,1.1E-05,0.099,0.022,0.053,0.037,167,36
G028.37+00.07,C,"39"" NW of pc",19/11/2012;15/12/2012,12B-140,18:42:50.24140,0.0165,-03:59:16.4495,0.0166,0.364,0.301,-3.208,0.07,28,0.137,3.225E-12,6.38E-06,0.0009038,3.57E-05,4.78E-05,5.115E-05,5.3E-05,1.1E-05,-,-,-,-,-,-
G028.37+00.07,D,"260"" SW of pc; Coincident with MM2",19/11/2012;15/12/2012,12B-140,18:42:37.12433,0.00317,-04:02:02.2645,0.00383,0.364,0.301,-3.208,0.07,116,0.568,1.336E-11,1.22E-05,0.02252,8.89E-04,1.35E-04,0.0006058,0.000934,2E-05,0.315,0.012,0.139,0.023,71,3
G028.67+00.13,HII,"Core-Halo HII whose peak is 5.5"" SSE of pc; Coincident with CH3OH maser",19/11/2012;15/12/2012,12B-140,18:43:03.17800,PP,-03:41:46.4840,PP,0.358,0.303,0.878,0.07,12918,63.3,1.488E-09,9.62E-06,2.014,8.03E-02,1.29E-03,0.0009753,0.06195,0.00078,4.044,0.051,3.173,0.04,150.7,2.1
G033.6437-00.2277,A,At G33.64-0.21 coordinates; Coincident with CH3OH maser,19/11/2012;15/12/2012,12B-140,18:53:32.56410,0.0226,00:31:39.1296,0.0321,0.346,0.311,9.13,0.07,41,0.201,4.722E-12,5.66E-06,0.0009799,3.94E-05,5.92E-05,3.321E-05,5.5E-05,1.4E-05,0.271,0.122,0.182,0.082,1.5,50.2
G033.6437-00.2277,B,"25"" N of G33.64-0.21 coordinates",19/11/2012;15/12/2012,12B-140,18:53:32.81910,0.0312,00:32:04.3335,0.0184,0.346,0.311,9.13,0.07,18,0.0882,2.073E-12,5.66E-06,0.0004264,1.71E-05,3.92E-05,3.144E-05,3.25E-05,9.4E-06,-,-,-,-,-,-
G033.6437-00.2277,C,"53"" WNW of G33.64-0.21 coordinates",19/11/2012;15/12/2012,12B-140,18:53:29.37193,0.0044,00:32:02.8280,0.00432,0.346,0.311,9.13,0.07,81,0.397,9.329E-12,5.66E-06,0.005318,2.14E-04,8.33E-05,0.0001967,0.000223,1.1E-05,0.16,0.033,0.036,0.08,83,27
G033.6437-00.2277,D,Non-detection,19/11/2012;15/12/2012,12B-140,-,-,-,-,0.346,0.311,9.13,0.07,-,-,-,5.66E-06,-,-,-,-,-,-,-,-,-,-,-,-
G033.66-00.25,,Non-detection,19/11/2012;15/12/2012,12B-140,-,-,-,-,0.346,0.311,9.13,0.07,-,-,-,5.66E-06,-,-,-,-,-,-,-,-,-,-,-,-
G033.68-00.26,,Non-detection,19/11/2012;15/12/2012,12B-140,-,-,-,-,0.346,0.311,9.13,0.07,-,-,-,5.31E-06,-,-,-,2.592E-05,-,-,-,-,-,-,-,-
G033.69-00.01,A,"18"" NW of G033.69-0.0MM2 or ~120"" SW of pc",19/11/2012;15/12/2012,12B-140,18:52:49.09000,0.0159,00:38:10.0154,0.0161,0.343,0.308,3.171,0.07,566,2.77,6.519E-11,5.83E-06,0.03381,1.38E-03,2.23E-04,0.0001359,0.001533,5.6E-05,1.07,0.048,1.049,0.047,39,86
G041.34-00.14,,Non-detection,17/11/2012;29/12/2012,12B-140,-,-,-,-,0.363,0.307,-34.784,0.07,-,-,-,6.19E-06,-,-,-,6.2E-06,-,-,-,-,-,-,-,-
G049.57-00.38,,>50kl Non-Detection,29/12/2012,12B-140,-,-,-,-,0.308,0.275,-23.234,0.07,-,-,-,7.28E-06,-,-,-,7.3E-06,-,-,-,-,-,-,-,-
G056.3694-00.6333,A,"0.9"" to ESE of pc",17/11/2012,12B-140,19:38:31.69200,0.0335,20:25:18.1944,0.0274,0.445,0.364,-52.776,0.08,80,0.512,1.203E-11,6.55E-06,0.002469,8.61E-05,1.06E-04,5.201E-05,7.2E-05,1.6E-05,0.35,0.133,0.21,0.172,59,82
G056.3694-00.6333,B,"1.4"" to ESE of pc",17/11/2012,12B-140,19:38:31.73290,0.0462,20:25:17.9291,0.0328,0.445,0.364,-52.776,0.08,32,0.205,4.814E-12,6.55E-06,0.000908,3.17E-05,6.69E-05,3.843E-05,5.5E-05,1.6E-05,0.359,0.179,0.202,0.176,76,67
G056.3694-00.6333,C,"0.4"" to S of pc",17/11/2012,12B-140,19:38:31.62150,0.1202,20:25:18.5663,0.1187,0.445,0.364,-52.776,0.08,40,0.256,6.017E-12,6.55E-06,0.0009113,3.18E-05,7.48E-05,2.809E-05,0.000135,4.1E-05,1.1,0.36,0.8,0.29,135,41
G056.3694-00.6333,D,"1.5"" to WNW of pc",17/11/2012,12B-140,19:38:31.52180,0.0481,20:25:18.9162,0.0691,0.445,0.364,-52.776,0.08,14,0.0896,2.106E-12,6.55E-06,0.0003392,1.18E-05,4.42E-05,2.825E-05,4.5E-05,1.7E-05,0.45,0.237,0.202,0.188,165,34
G077.5671+03.6911,,Non-detection,17/11/2012,12B-140,-,-,-,-,0.323,0.295,65.977,0.07,-,-,-,6.41E-06,-,-,-,-,-,-,-,-,-,-,-,-
G077.5671+03.6911,A,"24"" SE of pc",17/11/2012,12B-140,20:12:35.21700,0.0183,40:47:25.2786,0.016,0.323,0.295,65.977,0.07,22,0.108,2.534E-12,6.41E-06,0.0007262,3.30E-05,4.69E-05,5.067E-05,5.4E-05,1.2E-05,0.08,0.145,0.06,0.066,106,74
G078.8699+02.7602,A,"0.3"" to S of pc",17/11/2012,12B-140,20:20:30.59842,0.00901,41:21:26.2602,0.00746,0.319,0.295,60.966,0.07,44,0.216,5.068E-12,6.51E-06,0.002294,1.05E-04,6.77E-05,0.0001102,0.000126,1.3E-05,<0.21,-,<0.13,-,-,-
G078.8699+02.7602,B,"4.5"" N of pc",17/11/2012,12B-140,20:20:30.56890,0.0329,41:21:31.3274,0.0376,0.319,0.295,60.966,0.07,19,0.0931,2.188E-12,6.51E-06,0.0005431,2.50E-05,4.45E-05,4.061E-05,5.9E-05,1.7E-05,0.361,0.137,0.112,0.112,36,64
G078.8699+02.7602,C,"36"" to NW of pc",17/11/2012,12B-140,20:20:28.23970,0.0054,41:21:51.4603,0.00592,0.319,0.295,60.966,0.07,55,0.27,6.334E-12,6.51E-06,0.003269,1.50E-04,7.57E-05,0.0001566,0.000163,1.2E-05,<0.16,-,<0.039,-,-,-
G078.8699+02.7602,D,"42"" to NNW of pc",17/11/2012,12B-140,20:20:31.97802,0.00168,41:22:05.4164,0.00148,0.319,0.295,60.966,0.07,97,0.475,1.117E-11,6.51E-06,0.01315,6.04E-04,1.01E-04,0.0005492,0.000604,1.2E-05,0.096,0.022,0.06,0.05,95,38
G078.8699+02.7602,E,"14"" to E of pc",17/11/2012,12B-140,20:20:29.34802,0.01258,41:21:28.3271,0.01858,0.319,0.295,60.966,0.07,18,0.0882,2.073E-12,6.51E-06,0.0004981,2.29E-05,4.33E-05,3.82E-05,3.31E-05,8.7E-06,-,-,-,-,-,-
